MovieID,UserID,Rating,Hybrid
1,10,5,5
1,21,3,3
1,36,5,5
1,38,5,4
1,48,4,4
1,49,5,4
1,76,5,5
1,78,4,4
1,80,3,3
1,90,3,3
1,96,4,4
1,114,3,4
1,117,3,4
1,132,5,4
1,134,4,4
1,148,5,4
1,149,3,5
1,157,5,4
1,182,5,4
1,184,5,5
1,187,4,4
1,190,3,4
1,193,4,4
1,195,5,4
1,204,4,4
1,214,4,4
1,215,4,5
1,223,5,4
1,224,3,4
1,232,4,4
1,237,4,4
1,239,5,4
1,271,4,4
1,300,5,5
1,302,4,4
1,306,3,4
1,308,4,4
1,310,4,4
1,314,4,5
1,325,5,5
1,343,5,5
1,351,4,4
1,355,4,4
1,369,5,4
1,402,4,4
1,403,4,4
1,429,5,4
1,437,4,5
1,451,5,5
1,453,3,4
1,490,4,4
1,495,3,4
1,496,5,4
1,524,5,4
1,543,5,5
1,546,4,4
1,549,5,5
1,556,4,4
1,563,5,4
1,575,4,4
1,576,4,4
1,595,4,4
1,601,3,4
1,605,5,4
1,606,5,4
1,610,5,5
1,611,4,4
1,620,4,4
1,626,5,4
1,629,4,4
1,631,4,5
1,635,5,5
1,645,5,5
1,669,5,5
1,676,5,4
1,678,5,4
1,690,5,5
1,698,3,4
1,710,5,4
1,716,5,5
1,718,5,5
1,719,4,4
1,721,3,4
1,726,5,4
1,735,4,4
1,736,3,4
1,737,3,3
1,739,5,5
1,753,5,5
1,757,3,4
1,765,5,4
1,770,4,4
1,780,4,4
1,798,3,4
1,802,5,4
1,822,5,5
1,832,3,4
1,849,4,4
1,855,4,4
1,865,4,4
1,881,3,4
1,889,4,3
1,890,5,5
1,894,5,5
1,895,3,5
1,899,4,4
1,925,4,4
1,929,5,4
1,931,4,5
1,936,4,4
1,938,5,4
1,948,3,4
1,954,4,4
1,955,4,4
1,956,4,4
1,967,4,4
1,979,4,4
1,985,4,5
1,1000,5,4
2,27,1,3
2,40,5,5
2,44,4,5
2,60,5,5
2,62,4,4
2,92,2,3
2,127,3,3
2,148,5,5
2,149,3,3
2,195,3,3
2,204,4,3
2,264,3,3
2,271,4,3
2,284,3,3
2,293,2,1
2,308,4,3
2,321,1,3
2,329,3,3
2,337,4,3
2,366,3,4
2,368,4,3
2,438,3,3
2,449,1,3
2,634,4,4
2,662,4,3
2,710,4,3
2,713,1,3
2,720,3,2
2,780,3,3
2,817,4,4
2,911,4,5
2,959,3,4
2,984,2,3
3,169,5,3
3,199,3,3
3,319,1,1
3,329,4,3
3,338,2,3
3,427,3,4
3,438,3,3
3,442,3,3
3,445,4,3
3,543,5,4
3,550,3,2
3,570,4,3
3,620,3,3
3,621,3,3
3,717,3,3
3,776,1,1
3,818,3,4
3,901,3,4
3,921,3,4
3,937,4,3
4,155,1,2
4,187,4,3
4,216,3,2
4,531,2,3
4,601,4,3
4,628,3,4
4,752,3,3
4,987,4,4
5,155,2,3
5,301,3,2
5,325,5,5
5,343,4,4
5,461,2,2
5,482,3,3
5,494,5,4
5,676,3,2
5,777,2,1
5,963,2,2
6,5,2,3
6,36,5,4
6,48,4,3
6,52,5,4
6,93,4,3
6,123,5,4
6,147,3,4
6,151,4,4
6,169,1,4
6,181,4,4
6,190,5,4
6,295,5,4
6,306,4,4
6,398,4,4
6,402,4,4
6,406,3,4
6,426,5,4
6,482,5,3
6,524,5,4
6,543,5,5
6,571,4,4
6,623,4,4
6,640,4,5
6,652,2,4
6,674,2,4
6,692,5,5
6,710,4,4
6,712,3,4
6,716,5,4
6,737,4,4
6,752,2,3
6,781,5,4
6,785,3,3
6,795,3,3
6,819,2,4
6,854,3,3
6,887,4,4
6,922,4,3
6,929,5,4
6,935,2,4
6,970,4,3
6,971,4,3
6,990,3,4
6,996,4,4
7,26,4,3
7,34,3,4
7,36,4,4
7,48,4,3
7,62,3,4
7,137,3,3
7,148,3,5
7,151,2,3
7,156,5,5
7,157,3,3
7,192,3,2
7,214,2,3
7,268,4,5
7,331,3,3
7,396,2,3
7,461,4,5
7,550,3,4
7,721,4,5
7,724,3,4
7,727,3,3
7,795,4,4
7,805,5,5
7,839,4,4
7,877,3,3
9,65,5,4
9,149,3,3
9,192,1,1
9,199,3,2
9,302,1,1
9,549,3,4
9,550,3,3
9,970,2,3
9,999,4,4
10,13,3,3
10,18,5,3
10,48,4,3
10,143,4,4
10,147,4,3
10,148,4,4
10,152,4,4
10,174,3,4
10,199,4,3
10,237,4,3
10,245,3,3
10,249,5,5
10,268,4,4
10,271,4,4
10,308,3,3
10,377,3,3
10,461,2,1
10,482,4,3
10,509,3,3
10,533,5,4
10,560,4,4
10,649,4,4
10,652,3,3
10,654,3,3
10,660,3,3
10,692,4,4
10,698,2,3
10,716,4,4
10,735,4,4
10,780,5,3
10,810,3,3
10,839,4,4
10,940,3,3
11,31,3,4
11,34,4,4
11,88,4,4
11,111,4,4
11,123,4,3
11,143,3,4
11,192,2,3
11,193,3,4
11,213,4,4
11,229,3,4
11,244,4,5
11,245,2,3
11,251,4,5
11,258,5,3
11,271,3,4
11,290,3,3
11,301,4,4
11,326,4,4
11,331,4,4
11,372,5,5
11,424,4,4
11,440,4,4
11,461,5,5
11,467,3,4
11,479,5,4
11,531,3,4
11,534,5,4
11,551,5,4
11,552,5,5
11,558,4,4
11,581,4,5
11,588,4,3
11,594,5,5
11,631,4,4
11,659,4,4
11,757,3,3
11,805,5,5
11,813,4,4
11,889,3,3
11,899,4,4
11,922,4,4
11,943,5,5
11,957,4,4
11,963,4,4
12,207,1,1
12,245,1,1
12,321,1,1
12,800,4,4
15,302,1,1
15,335,1,2
15,549,1,1
15,984,2,3
16,5,3,4
16,26,4,4
16,62,4,3
16,187,4,3
16,199,3,4
16,245,3,4
16,308,3,4
16,321,4,3
16,331,5,4
16,352,5,4
16,368,5,4
16,493,4,4
16,498,4,4
16,524,5,5
16,549,5,5
16,550,4,4
16,571,4,4
16,577,5,5
16,593,3,4
16,601,5,5
16,651,4,4
16,660,4,4
16,698,5,4
16,711,4,4
16,818,4,4
16,854,3,3
16,855,4,4
16,881,5,4
16,911,4,4
16,981,4,4
16,996,4,4
17,6,4,4
17,34,5,5
17,44,5,4
17,47,5,5
17,68,3,4
17,76,4,5
17,96,3,4
17,118,5,4
17,148,4,4
17,161,5,5
17,175,4,4
17,187,4,5
17,224,5,4
17,238,4,4
17,244,5,4
17,263,4,4
17,267,4,4
17,287,4,4
17,293,4,4
17,303,5,5
17,312,3,4
17,319,4,4
17,412,4,5
17,451,4,4
17,498,3,4
17,518,5,5
17,520,5,4
17,528,4,4
17,581,3,4
17,593,3,3
17,630,5,5
17,696,4,4
17,706,4,4
17,791,5,4
17,797,4,5
17,834,5,4
17,854,4,4
17,899,4,4
17,959,4,3
18,166,3,4
18,195,4,4
18,296,1,4
18,601,3,3
18,710,4,5
18,752,4,4
18,802,4,5
18,970,2,3
19,90,4,3
19,162,5,4
19,166,3,3
19,202,2,2
19,343,3,3
19,368,3,3
19,403,3,3
19,438,1,2
19,476,4,4
19,482,4,2
19,662,3,3
19,770,2,2
19,870,3,2
19,881,3,2
19,888,2,4
19,913,1,3
19,984,1,1
20,163,2,1
20,167,3,2
20,195,4,3
20,202,1,2
20,368,3,2
20,718,2,2
20,778,2,2
21,23,4,4
21,31,3,4
21,36,5,4
21,48,3,3
21,49,3,4
21,53,4,4
21,60,3,4
21,82,3,4
21,91,5,5
21,93,3,3
21,132,3,4
21,147,4,3
21,149,5,4
21,155,3,3
21,156,5,4
21,163,3,3
21,187,4,3
21,210,2,3
21,216,3,3
21,230,3,4
21,245,4,3
21,255,4,4
21,274,4,5
21,308,3,3
21,321,4,3
21,323,4,4
21,337,3,4
21,350,3,4
21,368,5,4
21,374,5,5
21,392,4,4
21,398,4,4
21,402,4,4
21,453,4,4
21,462,3,4
21,497,4,4
21,509,3,3
21,515,3,4
21,528,4,4
21,539,4,4
21,558,3,3
21,581,4,4
21,598,4,4
21,615,4,4
21,620,3,4
21,624,1,4
21,654,5,4
21,660,3,4
21,674,5,4
21,692,5,4
21,702,3,3
21,706,3,4
21,765,3,4
21,783,4,3
21,824,4,4
21,849,3,3
21,861,4,4
21,877,3,4
21,929,2,4
21,948,2,3
21,952,4,4
21,957,4,4
21,960,4,4
21,970,3,4
21,984,4,4
21,996,4,4
22,53,4,4
22,192,3,3
22,202,3,3
22,285,5,5
22,406,4,3
22,424,3,3
22,524,4,4
22,531,4,4
22,543,5,4
22,549,3,4
22,570,2,3
22,601,4,4
22,693,2,3
22,699,4,4
22,732,3,4
22,735,4,3
22,752,3,2
22,854,3,3
22,881,3,3
24,8,4,4
24,17,3,4
24,48,3,3
24,80,4,4
24,82,3,4
24,149,4,3
24,186,4,4
24,188,3,3
24,204,3,3
24,302,2,2
24,331,3,3
24,337,4,3
24,352,1,3
24,398,3,3
24,423,5,3
24,462,2,3
24,545,4,3
24,554,1,3
24,570,4,3
24,611,5,4
24,642,4,4
24,660,2,1
24,678,4,4
24,733,3,4
24,817,3,4
24,839,4,4
24,858,4,4
24,878,5,4
24,882,4,4
25,62,4,4
25,67,4,4
25,137,3,3
25,151,5,4
25,187,5,5
25,203,3,2
25,208,4,4
25,235,4,4
25,272,5,4
25,306,3,4
25,385,3,3
25,413,4,4
25,498,3,4
25,518,5,5
25,534,4,3
25,549,3,4
25,570,2,4
25,583,4,4
25,593,1,2
25,646,1,2
25,687,5,4
25,692,4,4
25,698,3,4
25,728,2,4
25,731,3,3
25,746,4,3
25,749,3,3
25,752,5,5
25,755,4,5
25,770,1,4
25,778,5,4
25,802,4,4
25,839,4,4
25,846,4,4
25,887,3,3
25,911,4,4
25,921,4,4
25,927,1,4
25,953,3,4
25,954,2,4
25,970,4,3
25,996,2,4
25,999,3,3
28,106,5,4
28,151,5,5
28,556,5,4
28,797,4,4
28,822,3,3
29,5,5,4
29,23,3,4
29,58,5,5
29,166,5,5
29,225,3,4
29,281,4,4
29,357,5,5
29,474,4,4
29,508,4,4
29,550,5,4
29,563,3,3
29,571,5,5
29,585,4,4
29,678,4,4
29,692,5,5
29,710,5,4
29,716,5,5
29,752,3,4
29,770,3,3
29,792,4,4
29,838,5,5
29,859,4,4
29,878,5,5
29,950,4,4
29,963,3,4
29,975,4,4
31,203,1,2
31,368,3,4
31,524,1,1
31,531,2,3
31,536,3,4
31,699,3,3
31,855,3,3
32,10,5,5
32,15,3,4
32,19,4,4
32,28,3,4
32,33,2,4
32,48,4,4
32,58,5,4
32,59,3,4
32,62,4,4
32,92,3,2
32,111,4,4
32,113,4,4
32,131,3,4
32,136,3,3
32,151,5,4
32,169,5,4
32,170,4,4
32,175,4,4
32,179,3,4
32,202,3,4
32,204,4,4
32,238,3,4
32,245,3,3
32,251,2,3
32,273,5,4
32,284,5,4
32,292,4,4
32,321,4,4
32,326,3,4
32,342,4,4
32,349,5,5
32,355,5,4
32,357,4,4
32,377,3,4
32,398,5,4
32,404,5,5
32,413,3,4
32,424,5,4
32,425,4,4
32,471,5,4
32,531,4,3
32,540,5,3
32,549,5,5
32,550,5,4
32,551,3,4
32,561,5,4
32,566,4,3
32,583,4,4
32,585,5,4
32,590,3,4
32,609,4,5
32,624,3,4
32,631,5,4
32,651,4,4
32,654,3,4
32,666,5,4
32,673,5,4
32,674,5,4
32,676,3,4
32,698,5,4
32,699,5,4
32,710,5,4
32,713,2,4
32,720,4,3
32,736,5,4
32,752,5,4
32,770,3,4
32,780,4,4
32,788,5,4
32,795,4,4
32,802,5,4
32,816,3,4
32,818,5,4
32,820,2,4
32,829,5,4
32,830,3,4
32,838,4,4
32,859,4,4
32,877,5,4
32,881,5,4
32,882,5,5
32,905,3,3
32,954,4,4
32,955,5,5
32,966,3,3
32,973,4,4
34,5,4,3
34,36,5,4
34,38,3,4
34,45,1,2
34,124,5,5
34,139,4,4
34,149,4,4
34,175,5,4
34,195,5,5
34,204,3,4
34,225,3,4
34,236,3,4
34,246,3,4
34,247,5,5
34,258,4,3
34,261,5,4
34,267,3,4
34,269,5,5
34,281,5,4
34,293,5,4
34,294,4,4
34,309,4,4
34,326,5,3
34,398,4,4
34,412,5,5
34,424,4,4
34,441,5,4
34,442,5,4
34,444,5,4
34,453,4,4
34,470,3,3
34,479,4,4
34,516,3,3
34,520,4,5
34,546,4,4
34,591,5,3
34,606,2,3
34,610,5,4
34,611,4,4
34,630,5,5
34,697,5,4
34,714,4,4
34,721,4,4
34,728,2,4
34,739,4,4
34,755,4,5
34,757,4,4
34,791,5,4
34,813,4,4
34,840,5,5
34,849,3,4
34,854,3,4
34,881,3,3
34,884,5,4
34,887,4,3
34,890,5,4
34,921,4,4
34,924,4,4
34,927,3,4
34,934,4,4
34,937,4,4
34,952,4,5
34,963,5,4
34,990,4,4
36,11,3,4
36,56,4,4
36,92,2,3
36,123,3,4
36,157,4,4
36,161,5,5
36,169,4,4
36,192,5,4
36,195,4,4
36,199,3,4
36,287,4,4
36,308,4,4
36,352,2,5
36,413,5,4
36,438,4,4
36,446,5,5
36,457,4,4
36,509,3,4
36,528,4,4
36,529,4,5
36,531,5,5
36,543,4,4
36,584,5,5
36,595,4,4
36,605,5,5
36,635,5,5
36,676,3,4
36,678,3,4
36,692,4,5
36,699,4,4
36,714,4,4
36,752,5,5
36,795,4,4
36,798,1,4
36,839,5,5
36,850,5,4
36,914,5,5
36,952,5,5
36,954,5,4
39,22,2,3
39,38,4,4
39,73,2,3
39,131,4,3
39,162,3,4
39,166,3,4
39,187,4,4
39,192,3,3
39,201,3,4
39,204,3,3
39,216,3,4
39,224,4,4
39,225,3,3
39,249,5,4
39,259,4,4
39,264,2,3
39,302,4,4
39,306,4,4
39,310,2,4
39,331,3,4
39,338,4,4
39,343,4,4
39,368,3,4
39,411,3,4
39,415,4,4
39,438,3,4
39,505,4,4
39,541,4,4
39,543,4,4
39,570,4,4
39,587,3,3
39,630,5,4
39,687,3,4
39,690,5,4
39,692,4,4
39,718,4,4
39,724,4,4
39,743,4,4
39,760,5,5
39,776,4,5
39,823,4,4
39,839,3,4
39,849,4,4
39,854,4,4
39,855,4,4
39,887,3,3
39,891,3,4
39,899,3,4
39,919,4,4
39,927,4,4
39,931,3,3
39,945,2,4
39,960,4,4
39,975,4,3
39,995,5,4
41,127,4,4
41,192,4,4
41,524,4,4
41,655,3,3
41,702,4,4
41,889,3,4
41,963,5,4
42,245,1,1
42,457,3,3
42,524,1,4
42,710,3,3
42,732,4,3
42,796,2,1
42,971,2,3
44,122,1,2
44,134,1,1
44,237,2,3
44,245,2,2
44,352,3,3
44,424,2,3
44,453,3,3
44,509,2,3
44,528,2,2
44,533,2,2
44,543,5,4
44,687,3,3
44,735,3,3
44,746,3,2
44,890,4,4
44,920,2,4
44,990,5,3
45,199,3,3
45,202,3,3
45,216,3,3
45,249,1,2
45,369,3,2
45,386,3,4
45,396,3,4
45,398,4,4
45,402,3,4
45,464,3,3
45,524,4,4
45,533,2,3
45,546,3,3
45,549,5,4
45,651,4,3
45,660,3,4
45,710,4,4
45,752,5,3
45,850,4,3
45,854,2,1
45,881,4,3
45,924,5,4
45,952,5,4
45,955,5,4
45,959,1,2
46,38,3,3
46,346,3,3
46,687,3,2
46,752,4,3
46,788,3,4
46,889,2,2
47,11,3,4
47,18,1,4
47,28,2,3
47,33,5,5
47,53,5,5
47,57,4,3
47,95,4,4
47,127,4,4
47,137,3,3
47,169,5,4
47,187,3,3
47,202,5,4
47,208,4,4
47,224,4,3
47,258,2,4
47,301,5,5
47,306,5,5
47,321,3,4
47,352,5,4
47,366,3,5
47,392,4,4
47,424,4,4
47,425,4,4
47,464,3,4
47,479,3,4
47,518,5,4
47,528,2,4
47,529,5,4
47,531,4,4
47,533,3,5
47,549,5,5
47,621,5,4
47,676,5,4
47,678,5,4
47,679,4,4
47,690,4,5
47,699,4,5
47,701,4,4
47,707,4,4
47,710,4,5
47,714,5,5
47,721,4,4
47,736,5,5
47,774,4,4
47,780,4,4
47,818,5,4
47,855,4,4
47,876,4,4
47,897,5,4
47,921,4,4
47,930,3,4
47,935,3,4
47,936,4,4
47,942,5,5
47,958,4,4
47,971,3,4
47,996,3,4
48,45,3,3
48,80,4,4
48,162,2,4
48,166,4,3
48,264,3,3
48,268,4,4
48,305,3,4
48,310,4,3
48,509,1,3
48,520,3,4
48,583,5,5
48,629,4,4
48,705,2,3
48,733,5,5
48,746,1,2
48,800,1,2
48,836,1,3
48,888,4,4
48,889,2,3
48,890,4,4
50,11,5,5
50,15,4,4
50,17,5,5
50,24,5,5
50,29,5,4
50,30,5,5
50,55,3,5
50,74,5,5
50,111,4,4
50,127,4,5
50,131,4,4
50,149,5,5
50,151,5,5
50,165,5,5
50,169,3,5
50,182,5,5
50,183,5,5
50,184,3,5
50,186,5,5
50,187,5,5
50,195,4,5
50,235,5,5
50,236,4,5
50,240,5,4
50,242,5,4
50,273,5,5
50,301,5,5
50,306,5,5
50,308,4,4
50,312,5,5
50,314,4,4
50,323,4,4
50,327,4,5
50,338,5,5
50,406,3,4
50,412,5,5
50,443,5,4
50,451,5,5
50,480,5,4
50,482,5,5
50,503,5,5
50,514,5,5
50,521,5,5
50,529,5,5
50,543,5,5
50,549,5,5
50,558,5,5
50,561,5,5
50,566,2,4
50,577,5,5
50,651,5,5
50,671,4,5
50,696,5,5
50,699,5,5
50,712,5,5
50,720,4,4
50,722,5,4
50,733,5,5
50,736,5,5
50,757,5,5
50,774,5,5
50,787,5,5
50,788,5,5
50,802,5,5
50,818,5,5
50,822,3,4
50,824,4,5
50,844,5,4
50,846,5,5
50,854,3,4
50,855,4,4
50,862,4,4
50,869,3,5
50,893,5,4
50,916,5,5
50,970,5,4
50,971,5,4
50,993,4,4
52,5,2,3
52,78,4,4
52,151,3,3
52,386,4,4
52,396,2,4
52,466,3,4
52,509,5,4
52,531,3,4
52,546,4,4
52,551,3,3
52,588,4,4
52,852,2,4
52,854,2,2
52,952,3,4
52,960,4,5
58,8,5,4
58,59,4,4
58,151,4,4
58,162,3,3
58,175,5,4
58,293,5,5
58,329,1,1
58,332,5,5
58,424,4,4
58,442,4,4
58,451,5,5
58,457,5,5
58,493,4,5
58,551,4,4
58,666,5,4
58,689,4,4
58,752,5,4
58,795,2,3
58,963,3,4
58,973,4,4
58,975,4,3
58,984,3,4
60,23,3,3
60,75,4,4
60,83,5,3
60,148,3,4
60,350,3,3
60,531,2,2
60,543,4,3
60,547,4,4
60,637,4,4
60,641,4,4
60,660,2,1
60,712,3,2
60,720,1,1
60,721,3,3
60,796,2,3
60,798,4,5
60,816,2,3
60,817,4,4
62,10,5,4
62,82,5,4
62,187,5,4
62,258,3,4
62,293,5,5
62,310,5,5
62,314,5,5
62,372,5,5
62,411,4,5
62,412,4,5
62,424,4,4
62,480,3,4
62,481,5,5
62,603,4,4
62,692,4,4
62,699,5,4
62,710,4,4
62,714,5,4
62,721,4,4
62,757,3,4
62,758,4,4
62,839,4,4
62,850,1,3
62,854,3,3
62,999,3,4
65,22,3,2
65,528,2,2
65,543,3,3
65,552,1,3
65,710,1,1
65,881,1,2
69,194,4,4
69,202,4,3
69,245,3,3
69,273,3,4
69,301,2,4
69,349,2,2
69,352,3,3
69,409,3,4
69,528,3,3
69,531,3,3
69,540,5,4
69,582,5,4
69,608,1,3
69,744,5,5
69,770,4,4
69,889,3,3
69,967,4,4
70,15,2,3
70,22,4,3
70,57,3,3
70,63,4,3
70,73,5,3
70,103,5,4
70,113,2,3
70,115,5,4
70,137,3,3
70,163,4,3
70,225,4,3
70,261,4,4
70,273,2,4
70,284,2,3
70,308,3,3
70,313,3,3
70,352,4,4
70,394,3,3
70,426,4,4
70,476,4,3
70,536,5,4
70,542,4,4
70,543,5,4
70,546,1,1
70,548,3,2
70,608,5,4
70,620,3,4
70,621,4,4
70,651,4,3
70,655,1,1
70,669,2,4
70,687,4,3
70,705,4,3
70,715,2,4
70,731,1,2
70,735,2,3
70,746,3,3
70,765,4,4
70,772,5,4
70,780,3,4
70,818,4,4
70,830,2,3
70,839,2,4
70,850,2,3
70,856,3,3
70,889,3,2
70,915,2,3
70,930,3,3
70,937,4,4
70,970,3,3
70,971,2,3
70,978,1,3
70,990,3,4
70,999,2,3
71,202,2,1
71,424,1,2
71,710,2,3
71,770,1,1
73,224,2,3
73,287,3,3
73,312,4,4
73,411,4,4
73,528,4,4
73,529,5,5
73,544,4,5
73,587,4,4
73,605,5,5
73,607,4,5
73,670,2,3
73,706,3,4
73,716,5,5
73,746,4,4
73,845,4,5
73,899,4,4
74,517,4,4
74,658,3,3
74,788,4,4
74,854,2,2
74,855,3,3
76,17,4,3
76,23,3,3
76,92,2,2
76,245,1,2
76,337,5,4
76,445,3,4
76,475,3,2
76,563,3,2
76,571,2,2
76,869,2,3
76,996,4,4
79,131,1,1
79,319,1,2
79,331,3,3
79,570,2,3
79,692,3,4
79,699,3,3
79,757,3,3
81,22,4,4
81,123,4,3
81,129,5,4
81,202,2,2
81,261,3,3
81,352,5,4
81,660,3,3
81,721,2,3
81,889,2,3
81,975,2,4
85,11,1,3
85,69,2,4
85,161,4,4
85,187,4,4
85,238,4,3
85,281,4,3
85,534,3,3
85,655,1,1
85,706,4,3
85,724,3,3
85,889,3,3
85,943,3,3
85,956,3,3
85,957,2,3
86,18,3,3
86,92,1,2
86,147,3,4
86,301,3,4
86,331,4,4
86,416,4,3
86,524,3,3
86,582,5,5
86,699,4,4
86,752,1,1
86,812,3,5
88,11,4,3
88,123,2,3
88,355,2,4
88,442,4,4
88,869,4,4
89,49,4,3
89,136,4,2
89,163,2,2
89,202,3,3
89,302,2,3
